28800	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
28800	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
28425	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
28351	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
28298	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
27064	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
26889	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
26520	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
26249	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
25432	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
25270	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
24975	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
24693	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
24611	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
24277	10011	1030207	604800	10400	14800	0	10033	1050107	259200	3700	6100	0	10039	1030407	86400	2000	3400	0	10050	1030195	-1	37100	53000	0	10078	1030492	-1	16600	27600	0	10080	1030905	2592000	145400	158400	0	10084	1060192	-1	22400	37300	0	10086	1010392	-1	25100	35900	0
